"id","name","code","account_type","tag_ids","reconcile"
"l10n_ir_chart_621308","کمک واعانات","621308","expense","","0"
"l10n_ir_chart_621309","هزینه متفرقه","621309","expense","","0"
"l10n_ir_chart_621310","سهم جاری هزینه تاسیس وقبل از بهره برداری","621310","expense","","0"
"l10n_ir_chart_621311","حق الزحمه بازرسین","621311","expense","","0"
"l10n_ir_chart_621312","حق حضور اعضاء هیئت مدیره","621312","expense","","0"
"l10n_ir_chart_621319","سایر هزینه های اداری و تشکیلاتی","621319","expense","","0"
"l10n_ir_chart_621501","سود و زیان ناشی از تسعیر ارز","621501","expense","","0"
"l10n_ir_chart_621502","سود و زیان ناشی از فروش دارائیها","621502","expense","","0"
"l10n_ir_chart_621503","سود و زیان ناشی از بیمه دارائیها","621503","expense","","0"
"l10n_ir_chart_621504","سود سپرده","621504","expense","","0"
"l10n_ir_chart_621505","درآمدهای متفرقه","621505","expense","","0"
"l10n_ir_chart_621506","هزینه های باشگاه فرهنگی ورزشی کاشی باستان","621506","expense","","0"
"l10n_ir_chart_621507","هزینه های فضای سبز","621507","expense","","0"
"l10n_ir_chart_621509","سود و زیان ناشی از سایر اقلام","621509","expense","","0"
"l10n_ir_chart_621510","درآمد حاصل از سرمایه گذاری","621510","expense","","0"
"l10n_ir_chart_621511","درآمد حاصل از سرمایه گذاری.","621511","expense","","0"
"l10n_ir_chart_621701","مغایرت جذب سربار دوایر تولیدی","621701","expense","","0"
"l10n_ir_chart_621704","سایر هزینه های غیر مترقبه","621704","expense","","0"
"l10n_ir_chart_811001","جذب هزینه های دستمزد","811001","expense","","0"
"l10n_ir_chart_811002","جذب هزینه های سربار","811002","expense","","0"
"l10n_ir_chart_811101","سهم سربار از دوایر خدماتی","811101","expense","","0"
"l10n_ir_chart_811102","تسهیم سربار دوایر خدماتی","811102","expense","","0"
"l10n_ir_chart_811201","انحراف نرخ مصرف مواد","811201","expense","","0"
"l10n_ir_chart_811202","انحراف مصرف مواد","811202","expense","","0"
"l10n_ir_chart_811301","انحراف هزینه دستمزد","811301","expense","","0"
"l10n_ir_chart_811302","انحراف هزینه سربار","811302","expense","","0"
"l10n_ir_chart_811401","انتقال هزینه های دستمزد","811401","expense","","0"
"l10n_ir_chart_811402","انتقال هزینه های سربار","811402","expense","","0"
"l10n_ir_chart_911001","ضمانت نامه های انجام مناقصه ومزایده","911001","off_balance","","0"
"l10n_ir_chart_911002","ضمانت نامه های حسن انجام کار","911002","off_balance","","0"
"l10n_ir_chart_911003","اسناد تضمینی دریافتی از کارکنان","911003","off_balance","","0"
"l10n_ir_chart_911004","ضمانت نامه های بانکی","911004","off_balance","","0"
"l10n_ir_chart_911005","سایر اسناد تضمینی به نفع شرکت","911005","off_balance","","0"
"l10n_ir_chart_911006","اسناد تضمینی دریافتی از نمایندگان کاشی","911006","off_balance","","0"
"l10n_ir_chart_911008","اسناد تضمینی تنخواه","911008","off_balance","","0"
"l10n_ir_chart_911009","اسناد تضمینی دریافتی از نمایندگان کاشی(جدید)","911009","off_balance","","0"
"l10n_ir_chart_911012","کالای امانی ما نزد دیگران","911012","off_balance","","0"
"l10n_ir_chart_911101","ضمانت نامه های شرکت در مناقصه ومزایده","911101","off_balance","","0"
"l10n_ir_chart_911102","ضمانت نامه های حسن انجام کار","911102","off_balance","","0"
"l10n_ir_chart_911103","اسنادتضمینی بابت سفارشات","911103","off_balance","","0"
"l10n_ir_chart_911104","اسناد تضمینی بابت ضمانت نامه های گمرکی","911104","off_balance","","0"
"l10n_ir_chart_911105","اسناد تضمینی بابت تحصیل دارایی","911105","off_balance","","0"
"l10n_ir_chart_911106","اسناد تضمینی بابت فروش نمایندگی","911106","off_balance","","0"
"l10n_ir_chart_911107","اسناد تضمینی بابت تسهیلات مالی دریافتی","911107","off_balance","","0"
"l10n_ir_chart_911108","سایر اسناد تضمینی به عهده شرکت","911108","off_balance","","0"
"l10n_ir_chart_911201","طرف حسابهای انتظامی به عهده شرکت","911201","off_balance","","0"
"l10n_ir_chart_911202","طرف حسابهای انتظامی به نفع شرکت","911202","off_balance","","0"
